All,Alle
"You saved the gift wrapping.","U hebt de geschenkverpakking opgeslagen."
"We can't save the gift wrapping right now.","Wij kunnen de geschenkverpakking nu niet opslaan."
"We can't update the image right now.","We kunnen de afbeelding nu niet bijwerken. "
"Excluding Tax","Exclusief BTW"
"Including Tax","Inclusief BTW"
"Including and Excluding Tax","In- en exclusief BTW"
"The image content must be valid data.","De inhoud van de afbeelding heeft geen geldige gegevens."
"The image extension ""%1"" not allowed.","De afbeelding extensie ""%1"" niet toegestaan."
"Provided image name contains forbidden characters.","De opgegeven afbeelding bevat ongeldige tekens."
"The image MIME type is not valid or not supported.","De afbeelding MIME type is niet geldig of wordt niet ondersteund."
"Printed Card","Gedrukte kaart"
"Leave a box blank if you don't want to add gift wrapping for whole order.","Laat dit vak leeg als u geen cadeauverpakking wil toevoegen voor de volledig bestelling."
"Price Excl. Tax","Prijs excl. BTW"
"Price Incl. Tax","Prijs incl. BTW"
"Send Gift Receipt","Stuur betaalbewijs cadeau"
"Add Printed Card","Geprint Kaartje Toevoegen"
"Gift Wrapping for the Entire Order","Cadeauverpakking voor gehele bestelling"
"Other Gift Options","Andere cadeau opties"
"Gift wrapping",Geschenkverpakking
"Printed card","Gedrukte kaart"
"Gift receipt","Ontvangst van het geschenk"
"Pick a paper of your choice (optional)","Kies een inpakpaper van uw keuze (optioneel)"
"No image","Geen afbeelding"
"Gift Receipt","Ontvangst van het geschenk"
"Allow Gift Wrapping on Order Level","Cadeauverpakking toestaan op bestellingsniveau"
"Allow Gift Wrapping for Order Items","Cadeauverpakking toestaan voor bestelde producten"
"Allow Gift Receipt","Cadeau Bon Toestaan"
"Allow Printed Card","Geprint kaartje toestaan"
"Default Price for Printed Card","Standaard prijs voor geprinte kaartjes"
"Tax Class for Gift Options","BTW-tariefgroep voor Cadeauopties"
"Display Gift Wrapping Prices","Prijzen van cadeauverpakkingen weergeven"
"Display Printed Card Prices","Geprinte kaartjes prijzen weergeven"
"Are you sure you want to delete the selected gift wrappings?","Weet u zeker dat u de geselecteerde cadeauverpakking wilt annuleren?"
"Gift Wrap Design","Cadeau papier ontwerp"
Constant,Constante
"Conversion Color value is not valid ""%1"". Please set hexadecimal 6-digit value.","Kleur conversiewaarde is niet geldig ""%1"". Stel de hexadecimale waarde in van de 6-cijferige code."
"Conversion Id value is not valid ""%1"". Conversion Id should be an integer.","Conversie id-waarde is niet geldig ""%1"". Conversie-Id moet een geheel getal zijn."
"Conversion ID",Conversie-ID
"Conversion Language","Conversie taal"
"Conversion Format",Conversie-formaat
"Conversion Color","Conversie kleur"
"Conversion Label","Conversie Label"
"Conversion Value Type","Waardetype conversie"
"Conversion Value",Conversiewaarde
"Google API","Google Ads"
"Anonymize IP","Anoniem IP"
"Product View Optimization","Product View optimalisatie"
"Page View Optimization","Paginaweergave optimalisatie"
"Data key is missing: %1","Datasleutel ontbreekt: %1"
"Google Analytics Content Experiments Code","Google Analytics inhoud experimenten Code"
"Experiment code should be added to the original page only.","Experiment code moet alleen worden toegevoegd aan de oorspronkelijke pagina."
"Enable Content Experiments","Schakel inhoud experimenten in"
"Category View Optimization","Categorie weergave optimalisatie"
"Google Analytics Enhanced Ecommerce Settings","Google Analytics verbeterd Ecommerce instellingen"
"Send to Google","Verzenden naar Google"
Creative,Creatieve
"Universal Analytics","Universele Analytics"
"Container Id",Container-Id
"List property for the catalog page","Eigenschappen weergeven voor catalogus pagina"
"List property for the cross-sell block","Eigenschappen weergeven voor cross-sell blok"
"List property for the up-sell block","Lijsteigenschap voor het up-sell-blok"
"List property for the related products block","Lijsteigenschap voor het gerelateerde producten blok"
"List property for the search results page","Eigenschappen weergeven voor zoekresultaten pagina"
"’Internal Promotions’ for promotions field “Label”.","'Interne promoties' voor promoties veld ""Label""."
"Request content type must be application/json","Verzoek 'Content Type' moet application/json zijn"
"Store code %1 does not exist","Winkel %1 bestaat niet"
"Entity code %1 does not exist.","Entiteit code %1 bestaat niet."
"Grouped Products","Gegroepeerde producten"
"Please specify the quantity of product(s).","Specificeer het aantal producten a.u.b."
"Cannot process the item.","Kan het item niet verwerken."
"Add Products to Group","Producten toevoegen aan groep"
"A grouped product is made up of multiple, standalone products that are presented as a group. You can offer variations of a single product, or group them by season or theme to create a coordinated set. Each product can be purchased separately, or as part of the group.","Een gegroepeerd product is samengesteld uit meerdere, zelfstandige producten die worden gepresenteerd als een groep. U kunt bieden variaties van één product of groeperen door seizoen of thema om een gecoördineerde verzameling te maken. Elk product kan worden gekocht, afzonderlijk of als onderdeel van de groep."
"There are no grouped products.","Er zijn geen gegroepeerde producten."
"Default Qty",Standaard-aantal
"Starting at",Vanaf
"Grouped product items","Gegroepeerde productitems"
"Grouped Product Image","Afbeelding gegroepeerd product"
"Export Settings","Export Instellingen"
"Entity Type","Eenheid Type"
"Export File Format","Export bestandsformaat"
"Fields Enclosure","Velden afbakening"
"We can't filter an attribute with no attribute options.","Wij kunnen een attribuut zonder attribuut opties niet filteren."
"Fixed Price: From","Vaste prijs: vanaf"
Filter,Filteren
"Unknown attribute filter type","Onbekend attribuut filter-type"
"Check Data","Controleer data"
"Import Settings","Import Instellingen"
"Import Behavior","Import Gedrag"
"Stop on Error","Stop bij fout"
"Skip error entries","Sla foute regels over"
"Allowed Errors Count","Toegestaan aantal fouten"
"Please specify number of errors to halt import process","Geef het aantal errors wanneer het import proces wordt gestopt op"
"Field separator",Veldscheidingsteken
"Multiple value separator","Meerdere waarde scheidingsteken"
"Fields enclosure","Velden afbakening"
"File to Import","Te importeren bestand"
"Select File to Import","Selecteer bestanden om te importeren"
"Images File Directory","Foto's Bestanden Folder"
"Download Sample File","Download voorbeeldbestand"
"Please correct the data sent value.","Corrigeer de waarde van de gegevens die worden verzonden."
"Sorry, but the data is invalid or the file is not uploaded.","De gegevens zijn ongeldig of het bestand is niet geüpload."
Import/Export,Importeren/Exporteren
"Import History","Import historie"
"Import history","Import historie"
"There is no sample file for this entity.","Er is geen voorbeeldbestand voor deze entiteit."
"Maximum error count has been reached or system error is occurred!","Maximum aantal fouten is bereikt of er is een systeemfout opgetreden!"
"Only the first 100 errors are shown. ","Alleen de eerste 100 fouten worden weergegeven. "
"Download full report","Download het volledige rapport"
"Import successfully done","Importeren succesvol afgerond"
"The file was not uploaded.","Het bestand is niet geüpload."
"Data validation failed. Please fix the following errors and upload the file again.","Gegevensvalidatie is mislukt. Gelieve de volgende fouten herstellen en het bestand opnieuw te uploaden."
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","Gecontroleerd rijen: %1, gecontroleerde entiteiten: %2, ongeldige rijen: %3, totaal aantal fouten: %4"
"This file is empty. Please try another one.","Dit bestand is leeg. Probeer een andere."
"Please fix errors and re-upload file or simply press ""Import"" button to skip rows with errors","Repareer fouten en her-upload bestanden of druk op ""Importeren"" om de rijen met fouten over te slaan"
"File is valid! To start import process press ""Import"" button","Bestand is geldig! Om het importproces te starten druk op de ""Importeren"" knop"
"The file is valid, but we can't import it for some reason.","Het bestand geldig is, maar we kunnen deze niet importeren om een bepaalde reden."
"Show more","Toon meer"
"Additional data","Aanvullende gegevens"
"Following Error(s) has been occurred during importing process:","Volgende fout(en) is opgetreden tijdens het importeren:"
"in row(s):","in rij(en):"
"Make sure your file isn't more than %1M.","Controleer of dat het bestand niet meer dan %1M."
"We can't provide the upload settings right now.","We kunnen momenteel de upload instellingen niet weergeven."
"Created: %1, Updated: %2, Deleted: %3","Gemaakt: %1, bijgewerkt: %2, verwijderd: %3"
"Please enter a correct entity model.","Voer een juist entiteitsmodel in."
"The entity adapter object must be an instance of %1 or %2.","De entiteit adapter moet een instantie zijn van %1 of %2."
"The input entity code is not equal to entity adapter code.","De input entiteit is niet gelijk aan entiteit adapter code."
"Please enter a correct entity.","Voer een juiste entiteit in."
"The adapter object must be an instance of %1.","Het adapter object moet een instantie zijn van %1."
"Please correct the file format.","Corrigeer de bestandsindeling."
"Begin export of %1","Start export van %1"
"There is no data for the export.","Er is geen informatie voor de export."
"Exported %1 rows.","%s rijen geëxporteerd."
"The export is finished.","Het exporteren is voltooid."
"Please provide filter data.","Geef de filter gegevens aan."
"We can't determine the attribute filter type.","We kunnen het filtertype kenmerk niet bepalen."
"Entity is unknown","Entity is niet bekend"
"We can't identify this file format.","We kunnen deze bestandsindeling niet identificeren."
"Please correct the value for ""%1"" column.","Corrigeer de waarde voor ""%1"" kolom."
"Please specify the writer.","Geef de Writer op."
"The destination file path must be a string.","Het doelpad voor het bestand moet een tekenreeks zijn."
"The destination directory is not writable.","De doelmap is niet schrijfbaar."
"Destination file is not writable","Doelbestand is niet schrijfbaar"
"The header column names are already set.","De koptekst kolomnamen zijn al ingesteld."
"in row(s)","in rij(en)"
"The validation is complete.","De validatie is voltooid."
"This file does not contain any data.","Dit bestand bevat geen gegevens."
"Begin import of ""%1"" with ""%2"" behavior","Start import van ""%1"" met ""%2"" gedrag"
"The import was successful.","Het importeren was succesvol."
"The file you uploaded has no extension.","Het bestand dat u geüpload heeft geen extensie."
"The source file moving process failed.","Het verplaatsen van het bron bestand is mislukt."
"Begin data validation","Start data validate"
"Import data validation is complete.","Import gegevensvalidatie is voltooid."
"The behavior token for %1 is invalid.","Het gedrag token voor %1 is ongeldig."
"Please enter a correct entity model","Voer een juist entiteitsmodel in"
"Source file coping failed","Bronbestand verplaatsen mislukt"
"The source is not set.","De bron is niet ingesteld."
"The adapter type must be a non-empty string.","Het adaptertype kan niet leeg zijn."
"'%1' file extension is not supported","bestanden met de extensie '%1' wordt niet ondersteund"
"Adapter must be an instance of \Magento\ImportExport\Model\Import\AbstractSource","Adapter moet een exemplaar van \Magento\ImportExport\Model\Import\AbstractSource zijn"
"Please specify a source.","Geef een bron op."
"ImportExport: Import Data validation - Validation strategy not found","ImportExport: Gegevens importeren validatie - validatie strategie niet gevonden"
"Cannot get autoincrement value","Kan geen autoincrement waarde ophalen"
"Error in data structure: %1 values are mixed","Fout in datastructuur: %1 waarden zijn gemengd"
Add/Update,Toevoegen/bijwerken
Replace,Vervangen
"Add/Update Complex Data","Complexe gegevens toevoegen/bijwerken"
"Delete Entities","Verwijder entiteiten"
"Custom Action","Aangepaste actie"
"URL key for specified store already exists.","URL sleutel voor opgegeven winkel bestaat al."
"Entity Attributes",Eenheidattributen
"Validation Results",Validatieresultaten
"Start Date&Time","Begindatum & tijd"
User,Gebruiker
"Imported File","Geïmporteerde bestand"
"Error File",Foutbestand
"Execution Time",Uitvoeringstijd
"Indexer Management","indexering management"
"Update by Schedule","Volgens schema bijwerken"
"Update on Save","Indexeren bij opslaan"
"Reindex required","Opnieuw indexeren vereist"
Ready,Gereed
Processing,"Bezig met verwerken"
"%1 index is locked by another reindex process. Skipping.","%1 indexer is vergrendeld door een ander indexeringsproces. Wordt overgeslagen."
"Please select indexers.","Selecteer indexeringen."
"%1 indexer(s) are in ""Update by Schedule"" mode.","%1 indexer(s) staan in ""Volgens schema bijwerken"" modus."
"We couldn't change indexer(s)' mode because of an error.","De indexer(s) modus kan niet worden aangepast vanwege een fout."
"%1 indexer(s) are in ""Update on Save"" mode.","%1 indexer(s) staan in de modus ""Bijwerken tijdens opslaan""."
"One or more <a href=""%1"">indexers are invalid</a>. Make sure your <a href=""%2"" target=""_blank"">Magento cron job</a> is running.","Een of meerdere <a href=""%1"">indexeringen zijn ongeldig</a>. Zorg ervoor dat uw <a href=""%2"" target=""_blank""> Magento cronjob</a> draait."
"State for the same indexer","Staat voor de dezelfde indexer"
"State for the same view","Staat voor de dezelfde weergave"
"Field '%1' not found","Veld '%1' niet gevonden"
"Some Exception Message","Een bericht met een uitzondering"
"Test Phrase","Test zin"
"Change indexer mode","Indexeer modus wijzigen"
Mode,Type
"Payment method is not defined for instance purchase.","Betalingsmethode is niet gedefinieerd voor onmiddellijke aankoop."
"Shipping address is not defined for instance purchase.","Verzendadres is niet gedefinieerd voor onmiddellijke aankoop."
"Billing address is not defined for instance purchase.","Factuuradres is niet gedefinieerd voor onmiddellijke aankoop."
"Shipping method is not defined for instance purchase.","Verzendmethode is niet gedefinieerd voor onmiddellijke aankoop."
"Specified payment method is not available now.","De geselecteerde betaalmethode is niet beschikbaar."
"Specified shipping method is not available.","De geselecteerde verzendmethode is niet beschikbaar."
"Appropriate shipping method is not available.","De juiste verzendmethode is niet beschikbaar."
"Cheapest price","Goedkoopste prijs"
"Instant purchase integration not available for token.","Directe aankoopintegratie niet beschikbaar voor token."
"Instant Purchase","Directe aankoop"
"Instant Purchase Confirmation","Directe aankoop bevestiging"
"Are you sure you want to place order and pay?","Weet u het zeker dat u deze order wil plaatsen en betalen?"
"Shipping Method",Bezorgmethode
"Button Text",Knoptekst
"Payment method with vault and instant purchase support should be enabled.","Betalingsmethode met kluis en directe aankoop ondersteuning moeten worden ingeschakeld."
"A payment method isn't defined for instance purchase. Verify and try again.","Er is geen betaalmethode gedefinieerd voor directe aankoop. Controleer en probeer het opnieuw."
Integrations,Integraties
"Add New Integration","Toevoegen van nieuwe integratie"
"Save & Activate","Opslaan & activeren"
"New Integration","Nieuwe integratie"
"Edit Integration '%1'","Bewerk integratie '%1'"
"Integration Info","Integratie Info"
"Callback URL",Callback-URL
"Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.","Voer URL waar Oauth referenties kunnen worden verzonden wanneer u Oauth token uitwisseling gebruikt. Wij raden het gebruik van https:// aan."
"Identity link URL","Identiteit link URL"
"URL to redirect user to link their 3rd party account with this Magento integration credentials.","URL voor het omleiden van de gebruiker om de 3de partij account met deze Magento integratie referenties te koppelen."
"Integration Details","Integratie Details"
"Integration Tokens for Extensions","Integratie Tokens voor extensies"
"Consumer Key",Consument-sleutel
"Consumer Secret",Consument-geheim
"Access Token",Toegangs-token
"Access Token Secret","Toegang Token geheim"
"Uninstall the extension to remove this integration","Deinstalleer de extensie om de integratie te verwijderen"
Activate,Activeer
Reauthorize,"Opnieuw autoriseren"
"Integration not secure","Integratie niet veilig"
"Uninstall the extension to remove integration '%1'.","Deïnstalleer de extensie om de integratie '%1' te verwijderen."
"This integration no longer exists.","Deze integratie bestaat niet langer."
"The integration '%1' has been deleted.","De integratie '%1' werd verwijderd."
"Integration ID is not specified or is invalid.","Integratie-ID is niet opgegeven of is ongeldig."
"Internal error. Check exception log for details.","Interne fout. Controleer uitzondering logboek voor meer informatie."
"View ""%1"" Integration","Weergave ""%1"" integratie"
"Edit ""%1"" Integration","""%1"" integratie bewerken"
"Warning! Integrations not using HTTPS are insecure and potentially expose private or personally identifiable information","Waarschuwing! Integraties zonder HTTPS zijn onveilig en kunnen privé of persoonlijk informatie blootstellen"
"The integration '%1' has been saved.","De integratie '%1' is opgeslagen"
"The integration was not saved.","De integratie is niet opgeslagen."
"The integration '%1' has been re-authorized.","De integratie '%1' is opnieuw geautoriseerd."
"The integration '%1' has been activated.","Integratie '%1' werd geactiveerd."
"Integration '%1' has been sent for re-authorization.","Integratie '%1' is opnieuw verzonden voor autorisatie."
"Integration '%1' has been sent for activation.","Integratie '%1' is verstuurd voor activatie."
"Something went wrong while deleting roles and permissions. You can find out more in the exceptions log.","Er ging iets mis tijdens het verwijderen van rollen en bevoegdheden. Meer informatie in het exceptions logboek."
"This customer has no tokens.","De klant heeft geen sleutels."
"One or more <a href=""%1"">integrations</a> have been reset because of a change to their xml configs.","Een of meer <a href=""%1""> integraties</a> zijn vanwege een wijziging in de XML-configs gereset."
"Invalid Callback URL","Ongeldige Callback-URL"
"Invalid Rejected Callback URL","Ongeldige afgewezen-Callback-URL"
"Incorrect timestamp value in the oauth_timestamp parameter","Onjuiste timestamp waarde in de oauth_timestamp parameter"
"The nonce is already being used by the consumer with ID %1","De nonce wordt al gebruikt door de gebruiker met ID %1"
"An error occurred validating the nonce","Er is een fout opgetreden bij het valideren van de nonce"
"Cannot convert to access token due to token is not request type","Kan niet converteren naar toegang token gezien de token geen verzoektype is"
"Consumer key has expired","Gebruikerssleutel is verlopen"
"Cannot create request token because consumer token is not a verifier token","Kan geen aanvraag sleutel aanmaken omdat de gebruikerssleutel geen geldig verificatie sleutel is"
"Request token is not associated with the specified consumer","Aanvraag sleutel is niet gekoppeld aan de opgegeven gebruiker"
"Token is already being used","Token wordt al gebruikt"
"Cannot get access token because consumer token is not a request token","Kan geen toegangssleutel aanmaken omdat de gebruikerssleutel geen geldige aanvraagsleutel is"
"Token is not associated with the specified consumer","Sleutel is niet gekoppeld aan de opgegeven gebruiker"
"Token is not an access token","Token is niet een toegangstoken"
"Access token has been revoked","Toegangstoken is ingetrokken"
"Consumer key is not the correct length","Gebruikerssleutel heeft een onjuiste lengte"
"A consumer having the specified key does not exist","Er bestaat geen gebruiker voor de opgegeven sleutel"
"Verifier is invalid","Verificateur is ongeldig"
"Verifier is not the correct length","Verificatie is niet de juiste lengte"
"Token verifier and verifier token do not match","Sleutel verificateur en verificatiesleutel komen niet overeen"
"A consumer with the ID %1 does not exist","Een gebruiker met het ID %1 bestaat niet"
"Specified token does not exist","Opgegeven token bestaat niet"
"A token with consumer ID %1 does not exist","Een token met gebruikers ID %1 bestaat niet"
"Invalid token to except","Ongeldig uit te sluiten teken"
"A token with consumer ID 0 does not exist","Een sleutel met gebruikersID 0 bestaat niet"
"The integration you selected asks you to approve access to the following:","De geselecteerde integratie heeft volgende goedkeuring nodig:"
"No permissions requested","Geen bevoegdheden opgevraagd"
"Are you sure you want to delete this integration? You can't undo this action.","Weet u zeker dat u wilt deze integratie verwijderen wilt? U kunt deze actie niet ongedaan maken."
"Please setup or sign in into your 3rd party account to complete setup of this integration.","Configureer of log in op de website van de andere partij om de configuratie van de integratie te voltooien."
"Available APIs","Beschikbare API 's"
"Resource Access","Toegang tot bron"
Resources,Bronnen
"Sorry, something went wrong. Please try again later.","Er ging iets mis. Probeer het later opnieuw."
"Popup Blocker is enabled! Please add this site to your exception list.","Popup Blocker is ingeschakeld! Voeg deze site toe aan uw lijst met uitzonderingen."
Extensions,Uitbreidingen
"Access Token Expiration","Levensduur toegangstoken"
"Customer Token Lifetime (hours)","Klant token levensduur (uur)"
"Admin Token Lifetime (hours)","Admin token levensduur (uur)"
"Cleanup Settings",Opruim-instellingen
"Cleanup Probability",Opruim-waarschijlijkheid
"Expiration Period",Verloop-periode
"Consumer Settings","Consument instellingen"
"OAuth consumer credentials HTTP Post maxredirects","OAuth gebruikersgegevens HTTP Post maxredirects"
"OAuth consumer credentials HTTP Post timeout","OAuth gebruikersgegevens HTTP Post timeout"
"Authentication Locks","Authenticatie vergrendeling"
"Maximum Login Failures to Lock Out Account","Maximaal aantal foute logins om het account te vergrendelen"
"Lockout Time (seconds)","Duur vergrendeling (seconden)"
"Integrations Configuration","Configuratie integraties"
"Integration configuration file","Integratie configuratie bestand"
"Integrations API Configuration","Integratie API configuratie"
"Integrations API configuration file","Integraties API configuratiebestand"
Invitations,uitnodigingen
"Add Invitations","Voeg uitnodigingen toe"
"New Invitations","nieuwe uitnodigingen"
"Invitations Information",uitnodigingsinformatie
"Enter Each Email on New Line","Vul elk e-mailadres op nieuwe regel in"
"Invitee Group",genodigdengroep
"View Invitation for %1 (ID: %2)","Bekijk Uitnodiging voor %1 (ID: %2)"
"Discard Invitation","Verwijder uitnodiging"
"Are you sure you want to discard this invitation?","Weet u zeker dat u deze uitnodiging wilt verwijderen?"
"Save Invitation","Sla uitnodiging op"
"Send Invitation","Verzend uitnodiging"
"Default from System Configuration","Standaard vanaf systeem configuratie"
"Status History","Status geschiedenis"
"Order Conversion Rate","bestellings wisselkoersen"
"We can't find this invitation.","Uitnodiging niet gevonden."
"Please select invitations.","Selecteer uitnodigingen."
"We discarded %1 of %2 invitations.","We hebben  %1 van %2 uitnodigingen verwijderd."
"We skipped %1 of the selected invitations.","We hebben %1 van de geselecteerde uitnodigingen overgeslagen."
"Something went wrong while sending invitations.","Er ging iets mis tijdens het verzenden van uitnodigingen."
"No invitations have been resent.","Er zijn geen uitnodigingen opnieuw verzonden."
"You sent %1 of %2 invitation(s).","U hebt  %1 van %2 uitnodiging(en) verzonden ."
"Something went wrong while sending %1 invitations.","Er ging iets mis tijdens het verzenden van uitnodigingen voor %1."
"We discarded %1 invitation(s) addressed to current customers.","Wij verwerpen %1 invitatie(s) gericht aan de klanten."
"Please specify at least one email address.","Geef ten minste één e-mailadres op."
"We sent %1 invitation(s).","Wij hebben %1 van de uitnodigingen verzonden."
"Something went wrong while sending %1 of %2 invitations.","Er ging iets mis tijdens het verzenden van %1 van %2 uitnodigingen."
"%1 invitation(s) were not sent, because customer accounts already exist for these email addresses.","%1 uitnodiging(en) zijn niet verzonden, omdat er reeds klantaccounts bestaan voor deze e-mailadressen."
"The invitation has been saved.","De uitnodiging is opgeslagen"
"Invitation Report by Customers","Uitnodigingsrapport door klanten"
"Invited Customers Report","Uitgenodigde klanten rapport"
"General Report","Algemeen rapport"
"Invitations Report","Uitnodigingen verslag"
"Invitation Report by Order Conversion Rate","Uitnodigingsrapport door bestelling wisselkoers"
"Conversion Rate Report","Conversie ratio verslag"
"The wrong customer account is specified.","Een onjuiste klant account is opgegeven."
"Please enter a correct confirmation key.","Voer een juiste confirmatie sleutel in."
"Your invitation is not valid. Please create an account.","Uw uitnodiging is niet geldig. Maak een account aan."
"Your invitation is not valid. Please contact us at %1.","Uw uitnodiging is niet geldig. Contacteer ons op %1."
"We can't save this customer.","We kunnen de klant niet opslaan."
"My Invitations",Uitnodigingen
"You sent the invitation for %1.","U heeft de uitnodiging voor %1 verzonden."
"Something went wrong while sending an email to %1.","Er ging iets mis tijdens het verzenden van een e-mail naar %1."
"We did not send %1 invitation(s) addressed to current customers.","We verzonden niet %1 uitnodiging(en) gericht aan de klanten."
"Send Invitations","Verzend uitnodigingen"
"Max Invitations Allowed to be Sent at One Time","maximaal aantal uitnodigingen om tegelijkertijd te verzenden toegestaan"
"Please correct the value for ""%1"" parameter, otherwise we'll use the saved value instead.","Pas de waarde voor ""%1"" parameter aan, anders gebruiken we de opgeslagen waarde."
"Same as Inviter","Hetzelfde als uitnodiger"
"Default Customer Group from System Configuration","Standaard klantgroep van systeem configuratie"
"By Invitation Only","Alleen op uitnodiging"
"Available to All","Beschikbaar voor iedereen"
"This invitation is not valid.","Deze uitnodiging is niet geldig."
"Please correct the invitation email.","Corrigeer de uitnodigingsemail."
"Invitation for same email address","Uitnodiging voor hetzelfde email adres"
Accepted,Geaccepteerd
Discarded,Verwijderd
"Invitation Information",Uitnodigingsinformatie
"Send At","Verzend op"
"Invitation Message",Uitnodigingsbericht
"Signed Up At","Geregistreerd op"
"Invitation URL",UitnodigingsURL
Link,link
"Invitee Information",genodigdeninformatie
"Customer ID","Klant ID"
"Sign Up At","Registreer op"
"Inviter Information","informatie over uitnodiger"
"Invite your friends by entering their email addresses","Vrienden uitnodigen door het invoeren van hun email adressen"
"Maximum %1 email addresses allowed.","Maximum %1 email adressen toegestaan."
"Back to Invitations","Terug naar uitnodigingen"
"Enter Email","Voer email in"
"You cannot send more invitations","U kunt geen uitnodigingen meer verzenden"
"There are no sent invitations.","Er zijn geen verzonden uitnodigingen."
"Please accept this invitation to join %store_name.","Accepteer deze uitnodiging om toe te treden tot %store_name."
"%store_name offers limited time sales of products only to members.","%store_name biedt tijdelijke koopjes aan voor leden."
"Please use the following link to create an account and view the deals:","Gebruik de volgende link om een account aan te maken en de aanbiedingen te bekijken:"
"Invited Customers","Uitgenodigde klanten"
Conversion,Conversie
"Invitation Section","Uitnodigings sectie"
Conversions,Conversies
"Customer Invitation Email Sender","Afzender Klant Uitnodiging E-mail"
"Customer Invitation Email Template","Klant uitnodigings e-mail template"
"Enable Invitations Functionality","E-mail uitnodigingen functionaliteit"
"Enable Invitations on Storefront","Schakel uitnodigingen in voor winkelaanzicht"
"Referred Customer Group","Gerefereerde klantgroep"
"New Accounts Registration","Nieuwe account registraties"
"Allow Customers to Add Custom Message to Invitation Email","Sta klanten toe om een eigen bericht aan uitnodigingsmail toe te voegen"
"Customer Invitations",Klant-uitnodigingen
"Discard Selected","Verwijder geselecteerde"
"Send Selected","Zend geselecteerde"
Registered,geregistreerd
"Valid Website","Geldige Website"
"Invitations Sent","uitnodigingen verzonden"
"Invitations Accepted","uitnodigingen geaccepteerd"
"Accept Rate","Tarief accepteren"
"Discard Rate","Verwijder ratio"
"Accepted and Purchased","Geaccepteerd en gekocht"
"Conversion Rate",Wisselkoers
Invitation,Uitnodiging
"Filterable (with results)","Filterbaar (met resultaten)"
"Filterable (no results)","Filterbaar (geen resultaten)"
"Use in Layered Navigation","Gebruik in gelaagde navigatie"
"Use in Search Results Layered Navigation","Gebruik in gelaagde navigatie van zoekresultaten"
"Position in Layered Navigation","Positie in gelaagde navigatie"
"Position of attribute in layered navigation block.","Positie van attribuut in gelaagde navigatieblok."
item,product
items,producten
"Now Shopping by","Huidige filters"
"Layered Navigation","Gelaagde navigatie"
"Display Product Count","Toon aantal producten"
"Price Navigation Step Calculation","Prijsweergave (stappen)"
"Default Price Navigation Step","Stappen (10/20/30/ etc...)"
"Maximum Number of Price Intervals","Maximaal aantal prijsintervallen"
"Maximum number of price intervals is 100","Maximaal aantal prijsintervallen is 100"
"Display Price Interval as One Price","Toon prijs-stap als één prijs"
"This setting will be applied when all prices in the specific price interval are equal.","Deze instelling wordt toegepast wanneer alle prijzen in het specifieke prijsinterval gelijk zijn."
"Interval Division Limit","Interval deellimiet"
"Please specify the number of products, that will not be divided into subintervals.","Geef het aantal producten op, welke niet in deelintervallen verdeeld zullen worden."
"Admin Actions Log Archive","Admin Actief Logboek"
"Log Entry #%1","Log entry #%1"
"Log Entry Details","Log entry details"
"Source Data",Brongegevens
"Value Before Change","Waarde voor wijzigen"
"Value After Change","Waarde na wijzigen"
"No changes","Geen veranderingen"
"The item was deleted","Het product werd verwijderd"
"All Users","Alle Gebruikers"
"Admin Actions Log","Admin Acties Logboek"
"Admin Actions Archive","Admin Acties Archief"
Report,Verslag
"actions' 'label","acties' 'label"
"%1 & applied","%1 & toegepast"
"Tax Rates Import","BTW-tarieven Importeren"
"Attributes Updated","Attributen bijgewerkt"
"Currency Rates Saved","Wisselkoersen Opgeslagen"
"Cache types: %1 ","Cache type: %1 "
"Tax Rates Export","BTW-tarieven Export"
"Unknown callback function: %1::%2","Onbekende callback functie: %1::%2"
Success,Succes
Failure,Mislukking
"This user is locked","Deze gebruiker is vergrendeld"
"Admin User Data","Beheerder Gebruikers Data"
"Aggregated Information","Geaggregeerde Informatie"
"Admin User ID","Beheerder Gebruikers ID"
"Admin User Name","Beheerders Gebruikersnaam"
IP-Address,IP-Adres
"X-Forwarded For","X-Forwarded Voor"
"Error Message",Foutmelding
"Related Changes","Verwante Wijzigingen"
Archive,Archief
"Action Logs","Actie Logs"
"Admin Actions Log Archiving","Admin Acties Logboek Archivering"
"Log Entry Lifetime, Days","Logboekvermelding Levensduur, Dagen"
"Log Archiving Frequency","Log Archiverings Frequentie"
"Admin Actions Logging","Admin Acties Loggen"
"Enabled Actions","Ingeschakelde Acties"
1,één
"Mass Delete","Massaal verwijderen"
"Mass Update","Massaal bijwerken"
Move,Verplaats
"Forgot Password","Wachtwoord vergeten"
Reorder,"Opnieuw bestellen"
Print,Afdrukken
"Reindex Process",Herindexeren
Clean,Opschonen
Flush,Wissen
Fetch,"Haal op"
"Update Payment","Bijwerken van betaling"
"Update State","Staat bijwerken"
Send,Verzenden
Create,Creëren
"Catalog Products","Catalogus Producten"
"Catalog Categories","Catalogus Categorieën"
"URL Rewrites","Herschreven URL's"
"Catalog Ratings","Catalogus Becijfering"
"Catalog Reviews","Catalogus Reviews"
"Catalog Attributes","Catalogus Eigenschappen"
"Catalog Product Templates","Catalogus productsjablonen"
"Admin Sign In","Inloggen Admin"
"System Configuration",Systeemconfiguratie
